"ID","Block","dam","sire","Strain","ID.1","Sex","Day","Trt","D0","D1","D2","D3","D4","Notes"
"GA_F162","23","G","A","GA",162,"F","D2","FLU",16.6,16.7,16.9,NA,NA,NA
"GA_M145","23","G","A","GA",145,"M","D4","FLU",28.15,28.5,29.3,29.5,28.8,NA
"GA_M150","23","G","A","GA",150,"M","D4","FLU",19.55,19.9,20.3,19.35,18.55,NA
"GA_M152","23","G","A","GA",152,"M","D4","FLU",23.65,23.65,24.1,23.65,23.25,NA
"GA_M159","23","G","A","GA",159,"M","D4","MOCK",23.2,22.7,23,23.25,23.1,NA
"GA_M86","15","G","A","GA",86,"M","D2","FLU",18.35,18.1,17.75,NA,NA,NA
"GA_M87","15","G","A","GA",87,"M","D2","FLU",23.8,23.9,24.42,NA,NA,NA
"GA_M91","15","G","A","GA",91,"M","D2","FLU",24.8,24.4,23.56,NA,NA,NA
"GA_M92","15","G","A","GA",92,"M","D2","MOCK",20.9,20.9,21.05,NA,NA,NA
"GB_F178","74","G","B","GB",178,"F","D2","FLU",17.6,17.75,17.25,NA,NA,NA
"GB_F179","74","G","B","GB",179,"F","D2","FLU",18.15,18.1,18.3,NA,NA,NA
"GB_F180","74","G","B","GB",180,"F","D2","MOCK",17.65,17.6,17.9,NA,NA,NA
"GB_F181","74","G","B","GB",181,"F","D2","FLU",16,15.9,16.25,NA,NA,NA
"GB_F86","32","G","B","GB",86,"F","D4","MOCK",13.85,14.5,14.9,14.5,14.9,NA
"GB_F88","32","G","B","GB",88,"F","D4","FLU",15.6,15.75,16.25,15.75,15.95,NA
"GB_F91","32","G","B","GB",91,"F","D4","FLU",17.1,16.75,16.9,16.45,16.25,NA
"GB_F92","32","G","B","GB",92,"F","D4","FLU",19.9,18.1,17.6,17.9,18.2,NA
"GB_M49","25","G","B","GB",49,"M","D4","FLU",19.2,19.55,20.3,20.5,19.7,NA
"GB_M50","25","G","B","GB",50,"M","D4","MOCK",16.5,16.8,17.1,17.6,19,NA
"GB_M51","25","G","B","GB",51,"M","D4","FLU",19.85,19.85,20.9,20.6,19.65,NA
"GB_M52","25","G","B","GB",52,"M","D4","FLU",19.1,18.9,19.15,18.85,18.2,NA
"GB_M82","32","G","B","GB",82,"M","D2","MOCK",22.25,22.1,22.5,NA,NA,NA
"GB_M83","32","G","B","GB",83,"M","D2","FLU",19.9,19.8,20.35,NA,NA,NA
"GB_M85","32","G","B","GB",85,"M","D2","FLU",21.3,21.45,22.05,NA,NA,NA
"GB_M89","32","G","B","GB",89,"M","D2","FLU",22.05,22.15,22.2,NA,NA,NA
"GC_F30","5","G","C","GC",30,"F","D4","FLU",14.75,14.4,13.75,13.9,14.35,NA
"GC_F32","5","G","C","GC",32,"F","D4","FLU",15.7,15,14.95,15.1,15.9,NA
"GC_F37","5","G","C","GC",37,"F","D4","FLU",15.95,16.2,16,16,16,NA
"GC_F44","5","G","C","GC",44,"F","D4","MOCK",15.33,15,14.5,15.05,14.8,NA
"GC_F48","6","G","C","GC",48,"F","D2","FLU",20.05,19.7,19.8,NA,NA,NA
"GC_F51","6","G","C","GC",51,"F","D2","FLU",16.9,16.45,16.7,NA,NA,NA
"GC_F54","6","G","C","GC",54,"F","D2","MOCK",16.15,15.75,15.85,NA,NA,NA
"GC_F70","6","G","C","GC",70,"F","D2","FLU",15.6,15.65,15.7,NA,NA,NA
"GC_M25","5","G","C","GC",25,"M","D2","FLU",19.7,19.8,19.5,NA,NA,NA
"GC_M26","5","G","C","GC",26,"M","D4","FLU",18.55,18.95,17.8,17.6,17.85,NA
"GC_M27","5","G","C","GC",27,"M","D2","MOCK",19.23,19.95,19.5,NA,NA,NA
"GC_M28","5","G","C","GC",28,"M","D4","FLU",18,18.35,18.35,18.4,18.25,NA
"GC_M34","5","G","C","GC",34,"M","D2","FLU",21.5,21.8,21.3,NA,NA,NA
"GC_M39","5","G","C","GC",39,"M","D4","FLU",18.95,19.4,18.9,19.25,18.95,NA
"GC_M40","5","G","C","GC",40,"M","D2","FLU",19.2,19.2,19.1,NA,NA,NA
"GC_M42","5","G","C","GC",42,"M","D4","MOCK",18.5,18.2,17.85,17.9,17.8,NA
"GD_F43","9","G","D","GD",43,"F","D4","FLU",18.3,18.05,18.65,18.3,18.9,NA
"GD_F44","9","G","D","GD",44,"F","D4","MOCK",14.8,14.9,15,15.1,15.2,NA
"GD_F51","9","G","D","GD",51,"F","D4","FLU",17.4,16.85,17.1,17.4,18,NA
"GD_F52","9","G","D","GD",52,"F","D4","FLU",16.5,16.5,17,17.15,17.25,NA
"GD_F78","21","G","D","GD",78,"F","D2","MOCK",16.6,16.55,16.85,NA,NA,NA
"GD_F79","21","G","D","GD",79,"F","D2","FLU",18.45,18.65,19.2,NA,NA,NA
"GD_F80","21","G","D","GD",80,"F","D2","FLU",18.25,18.6,19.15,NA,NA,NA
"GD_F81","21","G","D","GD",81,"F","D2","FLU",18.55,18.45,18.65,NA,NA,NA
"GD_M151","31","G","D","GD",151,"M","D4","MOCK",23.8,23.05,23.7,23.2,23.15,NA
"GD_M153","31","G","D","GD",153,"M","D2","FLU",22.4,22.92,22.25,NA,NA,NA
"GD_M158","31","G","D","GD",158,"M","D4","FLU",25.5,24.87,24.65,23.65,22.75,NA
"GD_M159","31","G","D","GD",159,"M","D2","FLU",26.65,25.46,25.7,NA,NA,NA
"GD_M165","31","G","D","GD",165,"M","D4","FLU",23.9,23.9,23.65,22.3,21.25,NA
"GD_M167","31","G","D","GD",167,"M","D2","FLU",24.95,24.9,24.05,NA,NA,NA
"GD_M171","31","G","D","GD",171,"M","D4","FLU",24.75,24.41,25.05,24.8,24.25,NA
"GD_M173","31","G","D","GD",173,"M","D2","MOCK",20.8,20.67,20.6,NA,NA,NA
"GE_F100","82","G","E","GE",100,"F","D2","MOCK",25.25,24.55,24.4,NA,NA,NA
"GE_F101","82","G","E","GE",101,"F","D2","FLU",25.05,24.85,24.1,NA,NA,NA
"GE_F102","82","G","E","GE",102,"F","D2","FLU",23.3,22.55,21.75,NA,NA,NA
"GE_F103","82","G","E","GE",103,"F","D2","FLU",22.85,22.1,22.2,NA,NA,NA
"GE_F145","92","G","E","GE",145,"F","D2","FLU",19.3,19.3,20,NA,NA,NA
"GE_F146","92","G","E","GE",146,"F","D2","FLU",20.5,20.3,19.65,NA,NA,NA
"GE_F147","92","G","E","GE",147,"F","D2","MOCK",20.8,20.8,20.75,NA,NA,NA
"GE_F148","92","G","E","GE",148,"F","D4","MOCK",20,19.85,19.9,18.85,19.1,NA
"GE_F149","92","G","E","GE",149,"F","D4","FLU",19.8,19.9,19.7,19,19.85,NA
"GE_F151","92","G","E","GE",151,"F","D4","FLU",20.1,20,20.3,20.25,21,NA
"GE_M27","77","G","E","GE",27,"M","D4","FLU",37.4,36.1,35.25,35.15,36.15,NA
"GE_M35","77","G","E","GE",35,"M","D4","MOCK",38.05,38,38.75,39.35,40.1,NA
"GE_M36","75","G","E","GE",36,"M","D2","FLU",29.6,29.8,30.35,NA,NA,NA
"GE_M37","75","G","E","GE",37,"M","D2","MOCK",29.8,29.75,30.9,NA,NA,NA
"GE_M38","75","G","E","GE",38,"M","D2","FLU",29.25,29.05,29.8,NA,NA,NA
"GE_M40","75","G","E","GE",40,"M","D2","FLU",32.8,32.5,33,NA,NA,NA
"GF_F172","80","G","F","GF",172,"F","D4","MOCK",18.2,18.05,18.45,18.7,18.65,NA
"GF_F173","80","G","F","GF",173,"F","D4","FLU",19.3,19.4,19.3,19.45,19.55,NA
"GF_F174","80","G","F","GF",174,"F","D4","FLU",17.8,17.35,17.4,17.5,17.7,NA
"GF_F178","80","G","F","GF",178,"F","D4","FLU",19.05,19.1,18.7,18.95,18.7,NA
"GF_F201","80","G","F","GF",201,"F","D2","FLU",18.85,18.5,18.3,NA,NA,NA
"GF_F202","80","G","F","GF",202,"F","D2","FLU",19.95,19.85,19.75,NA,NA,NA
"GF_F203","80","G","F","GF",203,"F","D2","FLU",18.8,18.4,17.7,NA,NA,NA
"GF_F204","80","G","F","GF",204,"F","D2","MOCK",19.15,19.1,18.95,NA,NA,NA
"GF_M115","77","G","F","GF",115,"M","D2","FLU",18.85,19.1,19.4,NA,NA,NA
"GF_M116","77","G","F","GF",116,"M","D2","FLU",18.95,19,19.4,NA,NA,NA
"GF_M132","77","G","F","GF",132,"M","D2","MOCK",19.15,19,19.2,NA,NA,NA
"GF_M133","77","G","F","GF",133,"M","D2","FLU",16.15,16.45,17.95,NA,NA,NA
"GF_M191","77","G","F","GF",191,"M","D4","FLU",16.9,16,15.7,14.95,14.8,NA
"GF_M192","77","G","F","GF",192,"M","D4","FLU",15.4,14.7,14.45,14.7,13.75,NA
"GF_M193","77","G","F","GF",193,"M","D4","MOCK",16.7,16.8,16.7,16.45,16.6,NA
"GF_M194","77","G","F","GF",194,"M","D4","FLU",16.75,16,16.2,16.15,15.8,NA
"GG_F549","12","G","G","GG",549,"F","D2","FLU",13.35,12.8,12.8,NA,NA,NA
"GG_F550","12","G","G","GG",550,"F","D2","FLU",12.4,13.1,12.6,NA,NA,NA
"GG_F551","12","G","G","GG",551,"F","D2","MOCK",11.9,11,11.3,NA,NA,NA
"GG_F553","12","G","G","GG",553,"F","D2","FLU",13.1,11.85,12.2,NA,NA,NA
"GG_F682","29","G","G","GG",682,"F","D4","FLU",14.1,13.95,13.5,12.15,11.9,NA
"GG_F683","29","G","G","GG",683,"F","D4","FLU",11.9,12.1,11.75,10.35,10.45,NA
"GG_F684","29","G","G","GG",684,"F","D4","FLU",12.8,12.25,11.6,10.9,10.8,NA
"GG_F692","29","G","G","GG",692,"F","D4","MOCK",13.05,13.05,12.65,12.2,11.75,NA
"GG_M433","2","G","G","GG",433,"M","D2","MOCK",16.3,15.3,14.9,NA,NA,NA
"GG_M438","2","G","G","GG",438,"M","D2","FLU",16.55,15.7,15.55,NA,NA,NA
"GG_M442","2","G","G","GG",442,"M","D2","FLU",14.75,14.3,13.6,NA,NA,NA
"GG_M496","7","G","G","GG",496,"M","D4","FLU",14.1,14,14.4,13.8,13.65,NA
"GG_M502","7","G","G","GG",502,"M","D4","FLU",13.8,13.05,13.1,12.8,12.25,NA
"GG_M504","7","G","G","GG",504,"M","D4","MOCK",14,13.4,13.65,13.45,13.2,NA
"GG_M505","7","G","G","GG",505,"M","D4","FLU",14.55,14.5,14.45,14.2,13.65,NA
"GH_F140","77","G","H","GH",140,"F","D2","FLU",15.85,15.9,15.05,NA,NA,NA
"GH_F141","77","G","H","GH",141,"F","D2","FLU",15.4,15.25,15.35,NA,NA,NA
"GH_F144","77","G","H","GH",144,"F","D2","FLU",15.85,15.75,16,NA,NA,NA
"GH_F145","77","G","H","GH",145,"F","D2","MOCK",11.9,12.2,13.6,NA,NA,NA
"GH_F156","80","G","H","GH",156,"F","D4","FLU",16,16.1,15.95,15.4,15.35,NA
"GH_F157","80","G","H","GH",157,"F","D4","MOCK",15.55,15.2,15.45,15.4,15.7,NA
"GH_F163","80","G","H","GH",163,"F","D4","FLU",13.3,13.25,13.65,13.35,13.5,NA
"GH_F164","80","G","H","GH",164,"F","D4","FLU",11.85,11.6,11.55,11.15,10.8,NA
"GH_F32","74","G","H","GH",32,"F","D2","FLU",13.75,13.6,13.6,NA,NA,NA
"GH_F39","74","G","H","GH",39,"F","D2","FLU",14,NA,NA,NA,NA,"isofluorane death"
"GH_F40","74","G","H","GH",40,"F","D2","FLU",13.8,13.5,13.4,NA,NA,NA
"GH_F41","74","G","H","GH",41,"F","D2","MOCK",14.25,14.15,14.4,NA,NA,NA
"GH_M24","75","G","H","GH",24,"M","D4","FLU",18.2,18.25,18,18.45,18.7,NA
"GH_M28","75","G","H","GH",28,"M","D4","FLU",17.15,17,17.4,16.95,NA,"dead in cage"
"GH_M29","75","G","H","GH",29,"M","D4","FLU",16.25,16.3,16,16.2,16.3,NA
"GH_M30","75","G","H","GH",30,"M","D4","MOCK",17.35,17.25,17,16.75,16.6,NA
"GH_M72","77","G","H","GH",72,"M","D2","MOCK",19,18.6,19.2,NA,NA,NA
"GH_M73","77","G","H","GH",73,"M","D2","FLU",18.95,18.75,18.4,NA,NA,NA
"GH_M74","77","G","H","GH",74,"M","D2","FLU",17.8,18.85,19.55,NA,NA,NA
"HA_F112","56","H","A","HA",112,"F","D4","FLU",15.3,14.9,15.15,13.25,12.25,NA
"HA_F117","56","H","A","HA",117,"F","D4","FLU",18.9,17.9,18.45,16.7,15.4,NA
"HA_F121","56","H","A","HA",121,"F","D4","MOCK",18.2,17.5,17.7,17.25,16.85,NA
"HA_F123","56","H","A","HA",123,"F","D4","FLU",13.6,13.1,13.3,13.2,12.6,NA
"HA_F25","40","H","A","HA",25,"F","D2","FLU",17.35,17.6,17.3,NA,NA,NA
"HA_F27","40","H","A","HA",27,"F","D2","FLU",16.2,16.2,16.5,NA,NA,NA
"HA_F31","40","H","A","HA",31,"F","D2","MOCK",17.4,17.2,17.55,NA,NA,NA
"HA_F32","40","H","A","HA",32,"F","D2","FLU",17.65,16.75,16.65,NA,NA,NA
"HA_M176","90","H","A","HA",176,"M","D2","FLU",23.15,22.8,22.3,NA,NA,NA
"HA_M177","90","H","A","HA",177,"M","D2","FLU",23.85,23.7,22.55,NA,NA,NA
"HA_M178","90","H","A","HA",178,"M","D2","FLU",24.85,24.45,24.1,NA,NA,NA
"HA_M179","90","H","A","HA",179,"M","D2","MOCK",25.15,24.95,23.85,NA,NA,NA
"HA_M24","40","H","A","HA",24,"M","D4","FLU",23.6,23.25,24.1,21.8,20,NA
"HA_M28","40","H","A","HA",28,"M","D4","FLU",23,22.65,22.6,20.45,19.4,NA
"HA_M30","40","H","A","HA",30,"M","D4","FLU",22.9,22.7,23.1,20.95,19.7,NA
"HA_M35","40","H","A","HA",35,"M","D4","MOCK",24.5,24.1,23.2,24.55,23.95,NA
"HB_F43","40","H","B","HB",43,"F","D2","FLU",18.3,17.8,17.6,NA,NA,NA
"HB_F46","40","H","B","HB",46,"F","D4","FLU",14.3,13.9,14.05,12.3,11.5,NA
"HB_F47","40","H","B","HB",47,"F","D4","MOCK",15.5,15.45,15.7,15.7,15.25,NA
"HB_F51","40","H","B","HB",51,"F","D2","MOCK",20.35,20.25,20,NA,NA,NA
"HB_F52","40","H","B","HB",52,"F","D2","FLU",18.5,18.05,17.25,NA,NA,NA
"HB_F53","40","H","B","HB",53,"F","D2","FLU",19.2,18.6,18.15,NA,NA,NA
"HB_F60","40","H","B","HB",60,"F","D4","FLU",14.4,14.55,15,13.6,12.6,NA
"HB_F62","40","H","B","HB",62,"F","D4","FLU",15.9,16.25,16.4,16.65,16.2,NA
"HB_M1","33","H","B","HB",1,"M","D4","FLU",22.9,22.75,22.7,23,23.2,NA
"HB_M20","36","H","B","HB",20,"M","D2","FLU",23.4,23.2,23.1,NA,NA,NA
"HB_M28","36","H","B","HB",28,"M","D2","FLU",22.6,22.6,22.4,NA,NA,NA
"HB_M30","36","H","B","HB",30,"M","D2","MOCK",20.3,20.4,19.65,NA,NA,NA
"HB_M33","36","H","B","HB",33,"M","D2","FLU",18,18,18.3,NA,NA,NA
"HB_M4","33","H","B","HB",4,"M","D4","FLU",23.1,23.2,22.8,22.85,23.65,NA
"HB_M7","33","H","B","HB",7,"M","D4","MOCK",22.25,22.1,21.95,21.8,22.1,NA
"HB_M9","33","H","B","HB",9,"M","D4","FLU",23,22.95,22.7,22.7,23,NA
"HC_F25","36","H","C","HC",25,"F","D2","FLU",17.25,16.4,16.75,NA,NA,NA
"HC_F30","36","H","C","HC",30,"F","D2","FLU",17.15,16.85,17.2,NA,NA,NA
"HC_F36","36","H","C","HC",36,"F","D2","MOCK",17.25,17.4,16.55,NA,NA,NA
"HC_F47","36","H","C","HC",47,"F","D2","FLU",17.2,16.85,15.95,NA,NA,NA
"HC_F58","40","H","C","HC",58,"F","D4","MOCK",15.95,15.75,15.7,15.65,15.1,NA
"HC_F59","40","H","C","HC",59,"F","D4","FLU",17.1,17.3,16.8,14.65,13.25,NA
"HC_F61","40","H","C","HC",61,"F","D4","FLU",16.5,16.45,16.25,14.4,13,NA
"HC_F71","40","H","C","HC",71,"F","D4","FLU",17.5,17.5,17.75,16.4,14.45,NA
"HC_M12","33","H","C","HC",12,"M","D2","FLU",22.85,22.8,22.3,NA,NA,NA
"HC_M13","33","H","C","HC",13,"M","D2","FLU",24.64,24.45,23.75,NA,NA,NA
"HC_M155","56","H","C","HC",155,"M","D4","MOCK",22,21.6,22.35,22.3,21.95,NA
"HC_M157","56","H","C","HC",157,"M","D4","FLU",20.3,20.25,20,18.65,17.3,NA
"HC_M158","56","H","C","HC",158,"M","D4","FLU",20.45,20,20.3,20.2,19,NA
"HC_M162","56","H","C","HC",162,"M","D4","FLU",23.5,22.95,23.1,22.75,22.55,NA
"HC_M5","33","H","C","HC",5,"M","D2","FLU",20.8,20.4,20.55,NA,NA,NA
"HC_M8","33","H","C","HC",8,"M","D2","MOCK",19.75,19.6,20,NA,NA,NA
"HD_F50","40","H","D","HD",50,"F","D2","MOCK",24,24,23.1,NA,NA,NA
"HD_F51","40","H","D","HD",51,"F","D2","FLU",20,19.9,19.2,NA,NA,NA
"HD_F54","40","H","D","HD",54,"F","D2","FLU",20.8,20.8,20.25,NA,NA,NA
"HD_F61","40","H","D","HD",61,"F","D2","FLU",18.9,19.2,18.55,NA,NA,NA
"HD_F67","40","H","D","HD",67,"F","D4","FLU",16.9,17.6,17.7,15.8,14.3,NA
"HD_F76","40","H","D","HD",76,"F","D4","FLU",17.5,17.85,18,18.05,16.5,NA
"HD_F84","40","H","D","HD",84,"F","D4","FLU",17.5,17.5,17.95,15.9,14.3,NA
"HD_F85","40","H","D","HD",85,"F","D4","MOCK",17.05,16.65,17.2,17.1,17.35,NA
"HD_M153","53","H","D","HD",153,"M","D4","FLU",26.95,26.2,26.3,23.15,21.85,NA
"HD_M154","53","H","D","HD",154,"M","D4","FLU",24.85,24.3,24.5,22,20.55,NA
"HD_M161","53","H","D","HD",161,"M","D4","FLU",28.7,28,22.65,25.6,24.45,NA
"HD_M162","53","H","D","HD",162,"M","D4","MOCK",27.1,25.6,26.25,26.95,27.5,NA
"HD_M189","56","H","D","HD",189,"M","D4","FLU",23.9,23.95,24,21.7,20,NA
"HD_M190","56","H","D","HD",190,"M","D4","FLU",24.6,24.55,24.35,23.9,23.5,NA
"HD_M194","56","H","D","HD",194,"M","D4","MOCK",28.6,27.7,28.2,27.65,27.45,NA
"HD_M48","40","H","D","HD",48,"M","D2","MOCK",27.5,27.4,27.1,NA,NA,NA
"HD_M58","40","H","D","HD",58,"M","D2","FLU",27,27.4,28.65,NA,NA,NA
"HD_M59","40","H","D","HD",59,"M","D2","FLU",25.9,25.75,25.4,NA,NA,NA
"HD_M60","40","H","D","HD",60,"M","D2","FLU",24,24.55,23.8,NA,NA,NA
"HE_F10","66","H","E","HE",10,"F","D2","FLU",21.95,20.1,19.85,NA,NA,NA
"HE_F11","66","H","E","HE",11,"F","D2","FLU",21.85,20.2,20.05,NA,NA,NA
"HE_F18","66","H","E","HE",18,"F","D2","MOCK",20.7,19.55,19.3,NA,NA,NA
"HE_F19","66","H","E","HE",19,"F","D2","FLU",20.95,19.35,19.7,NA,NA,NA
"HE_F46","75","H","E","HE",46,"F","D4","FLU",23.9,23.75,24.5,23.05,21.65,NA
"HE_F50","75","H","E","HE",50,"F","D4","MOCK",24.75,24.7,24.9,24.75,24.05,NA
"HE_F51","75","H","E","HE",51,"F","D4","FLU",25.6,25.75,25.7,25.65,25.75,NA
"HE_F52","75","H","E","HE",52,"F","D4","FLU",25.05,25.2,25.7,25.6,25,NA
"HE_M64","77","H","E","HE",64,"M","D4","FLU",32.3,31.8,31.3,30.9,30.2,NA
"HE_M65","77","H","E","HE",65,"M","D4","FLU",33.85,33.2,33.1,32.55,32.35,NA
"HE_M66","77","H","E","HE",66,"M","D4","FLU",33.8,32.7,32.3,32.1,31.95,NA
"HE_M67","77","H","E","HE",67,"M","D4","MOCK",30.25,29.75,30.25,30.2,30.1,NA
"HE_M68","77","H","E","HE",68,"M","D2","FLU",28.25,27.6,27.65,NA,NA,NA
"HE_M69","77","H","E","HE",69,"M","D2","FLU",26.2,26.35,26.85,NA,NA,NA
"HE_M70","77","H","E","HE",70,"M","D2","MOCK",27,27.5,26.9,NA,NA,NA
"HE_M71","77","H","E","HE",71,"M","D2","FLU",24.25,25.25,25.75,NA,NA,NA
"HF_F160","82","H","F","HF",160,"F","D4","FLU",16.05,16.25,16.1,14.9,13.75,NA
"HF_F161","82","H","F","HF",161,"F","D4","FLU",17,16.25,15.6,14.25,13.3,NA
"HF_F163","82","H","F","HF",163,"F","D4","MOCK",15.65,16.35,16.8,16.75,16,NA
"HF_F170","82","H","F","HF",170,"F","D2","FLU",15.7,15.4,14.85,NA,NA,NA
"HF_F171","82","H","F","HF",171,"F","D2","FLU",15.85,16.2,16.65,NA,NA,NA
"HF_F172","82","H","F","HF",172,"F","D2","FLU",13.65,14.6,14,NA,NA,NA
"HF_F184","82","H","F","HF",184,"F","D2","MOCK",13.95,14.4,13.65,NA,NA,NA
"HF_M169","82","H","F","HF",169,"M","D2","FLU",18.4,18.4,17,NA,NA,NA
"HF_M175","82","H","F","HF",175,"M","D4","FLU",23.1,23.1,22.2,20,18.5,NA
"HF_M176","82","H","F","HF",176,"M","D4","FLU",21.3,21.35,20.6,18.75,17.3,NA
"HF_M177","82","H","F","HF",177,"M","D4","MOCK",21.3,21.1,21,21.15,21.05,NA
"HF_M178","82","H","F","HF",178,"M","D4","FLU",21.8,21.75,21.05,19,17.7,NA
"HF_M180","82","H","F","HF",180,"M","D2","FLU",20.45,20.4,19.6,NA,NA,NA
"HF_M182","82","H","F","HF",182,"M","D2","FLU",19.6,19.3,18.8,NA,NA,NA
"HF_M183","82","H","F","HF",183,"M","D2","MOCK",20.9,20.55,20,NA,NA,NA
"HG_F206","75","H","G","HG",206,"F","D4","FLU",15.15,15,14.3,13.95,13.05,NA
"HG_F207","75","H","G","HG",207,"F","D4","MOCK",15.8,15.4,15.3,14.55,14.15,NA
"HG_F214","75","H","G","HG",214,"F","D4","FLU",14.75,14.55,14.05,13.9,13.7,NA
"HG_F215","75","H","G","HG",215,"F","D4","FLU",14.95,14.9,14.65,14.25,14.2,NA
"HG_F259","77","H","G","HG",259,"F","D2","FLU",14.35,13.7,14.05,NA,NA,NA
"HG_F260","77","H","G","HG",260,"F","D2","FLU",15.5,14.8,15,NA,NA,NA
"HG_F261","77","H","G","HG",261,"F","D2","MOCK",15.2,14.75,15.5,NA,NA,NA
"HG_F262","77","H","G","HG",262,"F","D2","FLU",14,14.95,15.5,NA,NA,NA
"HG_F93","53","H","G","HG",93,"F","D4","FLU",12.65,11.6,11.6,11.2,11.3,NA
"HG_F94","53","H","G","HG",94,"F","D4","FLU",12,11.4,11.8,10.85,10.3,NA
"HG_F95","53","H","G","HG",95,"F","D4","MOCK",13.1,12.15,12.4,12.15,12.95,NA
"HG_M127","64","H","G","HG",127,"M","D4","FLU",18.9,17.7,17.2,16.7,15.9,NA
"HG_M128","64","H","G","HG",128,"M","D4","FLU",16.4,16,16.3,16.3,15,NA
"HG_M129","64","H","G","HG",129,"M","D4","MOCK",17.7,18.2,18.6,18.85,18.2,NA
"HG_M130","64","H","G","HG",130,"M","D4","FLU",17,16.3,16.35,15.3,15.45,NA
"HG_M155","70","H","G","HG",155,"M","D2","MOCK",18.9,17.45,18.1,NA,NA,NA
"HG_M156","70","H","G","HG",156,"M","D2","FLU",19.15,18.45,18.1,NA,NA,NA
"HG_M157","70","H","G","HG",157,"M","D2","FLU",19.7,19.05,18.55,NA,NA,NA
"HG_M158","70","H","G","HG",158,"M","D2","FLU",21.2,20.2,19.9,NA,NA,NA
"HG_M397","90","H","G","HG",397,"M","D2","FLU",15.9,15.85,16.1,NA,NA,NA
"HG_M401","90","H","G","HG",401,"M","D2","FLU",15.1,15,15.15,NA,NA,NA
"HG_M402","90","H","G","HG",402,"M","D2","FLU",15.45,15.5,15.75,NA,NA,NA
"HG_M403","90","H","G","HG",403,"M","D2","MOCK",14.4,14.25,14.35,NA,NA,NA
"HH_F277","8","H","H","HH",277,"F","D4","FLU",12.7,12.8,12.95,11.9,11.4,NA
"HH_F278","8","H","H","HH",278,"F","D4","FLU",13.2,13.5,13.5,12.35,11.3,NA
"HH_F285","8","H","H","HH",285,"F","D4","FLU",13.05,12.7,12.65,12.65,10.6,NA
"HH_F286","8","H","H","HH",286,"F","D4","MOCK",13.1,13.05,12.2,13.1,13.9,NA
"HH_F291","10","H","H","HH",291,"F","D2","MOCK",12.15,12.2,12.1,NA,NA,NA
"HH_F292","10","H","H","HH",292,"F","D2","FLU",13.05,12.75,12.55,NA,NA,NA
"HH_F297","10","H","H","HH",297,"F","D2","FLU",13.3,13.2,12.8,NA,NA,NA
"HH_F306","10","H","H","HH",306,"F","D2","FLU",13.45,13.4,13.45,NA,NA,NA
"HH_F535","23","H","H","HH",535,"F","D2","FLU",11.1,10.8,10.65,NA,NA,NA
"HH_F545","23","H","H","HH",545,"F","D2","MOCK",12.35,11.95,11.45,NA,NA,NA
"HH_M313","11","H","H","HH",313,"M","D2","FLU",15.9,15.75,15.75,NA,NA,NA
"HH_M321","11","H","H","HH",321,"M","D2","FLU",16.5,16.15,16.6,NA,NA,NA
"HH_M322","11","H","H","HH",322,"M","D4","MOCK",17.2,17.2,17.35,15.95,17.1,NA
"HH_M323","11","H","H","HH",323,"M","D4","FLU",16.7,16.1,17.2,15.65,14.45,NA
"HH_M325","11","H","H","HH",325,"M","D4","FLU",14.9,16.85,14.6,13.25,12.25,NA
"HH_M328","11","H","H","HH",328,"M","D2","MOCK",15.8,15.65,15.6,NA,NA,NA
"HH_M331","11","H","H","HH",331,"M","D2","FLU",14.9,14.95,14.3,NA,NA,NA
"HH_M332","11","H","H","HH",332,"M","D4","FLU",13.95,14.2,13.95,12.15,11.3,NA
